WarLength,Loss chance,Avg Time,stdev,Avg transport Loss, stdDev, Avg Cargo Delivered, stdDev, Avg Cargo Lost, stdDev,LegCount, stdDev
5,0.0,43200.0,0.0,0.0,0.0,3.3E7,0.0,0.0,0.0,120.0,0.0
5,0.001,43200.0,0.0,112.3,12.570223797362937,3.11193575E7,213360.02762504015,30662.5,4909.225338182455,120.0,0.0
5,0.002,43200.0,0.0,212.15,14.647705047477393,2.9367965E7,294631.29550248676,58767.5,5169.553452159755,120.0,0.0
5,0.003,43200.0,0.0,300.4,17.358146881447187,2.77702425E7,379535.2921232824,84397.5,6625.2204531344905,120.0,0.0
5,0.004,43200.0,0.0,379.75,16.370303665639902,2.624083E7,299717.433769314,106232.5,7926.741465643868,120.0,0.0
5,0.0050000004,43200.0,0.0,449.15,14.408604885166437,2.4859065E7,268010.7731043661,125950.0,6590.34381340969,120.0,0.0
5,0.0060000005,43200.0,0.0,509.75,17.00116095107068,2.35431625E7,305671.786000244,142752.5,7742.219778930534,120.0,0.0
5,0.0070000007,43200.0,0.0,565.4,14.158501258775127,2.2292215E7,275392.4257931044,158207.5,7994.739635667023,120.0,0.0
5,0.008,43200.0,0.0,614.1,11.177515023710018,2.1213885E7,319212.9466194529,170087.5,8462.205059775153,120.0,0.0
5,0.009000001,43200.0,0.0,655.65,10.633982271349167,2.01832125E7,311296.1066568884,182737.5,7583.064145983816,120.0,0.0
5,0.010000001,43200.0,0.0,696.0,11.40175425099138,1.92229125E7,332048.27323234035,193875.0,9001.235295341705,120.0,0.0
5,0.011000001,43200.0,0.0,729.6,11.740169459908508,1.83208025E7,362920.97714422044,201080.0,6741.766908803032,120.0,0.0
5,0.012000001,43200.0,0.0,759.5,12.0939306222062,1.75188475E7,359458.13623278495,213977.5,9083.942961998502,120.0,0.0
5,0.013000001,43200.0,0.0,785.85,11.041905823295465,1.675773E7,361530.81633229373,217057.5,7906.630711657546,120.0,0.0
5,0.014000001,43200.0,0.0,808.9,10.52765780918854,1.6026835E7,337054.53100117354,225032.5,6748.55296380366,120.0,0.0
5,0.0150000015,43200.0,0.0,830.9,9.623983199880335,1.53675775E7,310339.9564124037,229570.0,9899.035040691699,120.0,0.0
5,0.016,43200.0,0.0,851.5,10.303295333864895,1.473208E7,305085.44592587417,234162.5,7722.453165590378,120.0,0.0
5,0.017,43200.0,0.0,867.2,9.605919227774422,1.41399225E7,280780.90281954344,241972.5,9171.157233413895,120.0,0.0
5,0.018000001,43200.0,0.0,880.85,8.827439278212358,1.35867875E7,277166.79325434123,245960.0,11213.016402471962,120.0,0.0
5,0.019000001,43200.0,0.0,895.05,8.678315383456448,1.305018E7,311883.5863283809,250745.0,7562.092094262359,120.0,0.0
5,0.020000001,43200.0,0.0,906.7,9.92126901899996,1.25603775E7,317542.8891359236,252395.0,8657.547665415846,120.0,0.0
5,0.021000002,43200.0,0.0,916.65,8.725491993367237,1.210517E7,286563.10657974024,254842.5,8218.628951480003,120.0,0.0
5,0.022000002,43200.0,0.0,926.1,7.319045091583436,1.16680575E7,276833.2788573201,257537.5,6536.675378202592,120.0,0.0
5,0.023000002,43200.0,0.0,935.1,7.552622409677177,1.12434575E7,295132.66788228607,258720.0,7558.933369478165,120.0,0.0
5,0.024000002,43200.0,0.0,942.5,6.517183763753046,1.08759475E7,291732.49529185216,262102.5,7080.578979448682,120.0,0.0
5,0.025000002,43200.0,0.0,950.2,6.329546420932297,1.05164125E7,276512.0411744734,264110.0,7555.141156506398,120.0,0.0
5,0.026000002,43200.0,0.0,954.7,5.750057207953399,1.01665025E7,263051.8072222556,266722.5,6489.2517409863785,120.0,0.0
5,0.027000003,43200.0,0.0,958.65,5.132712425424325,9860867.5,267971.2171675592,269170.0,9332.786011521002,120.0,0.0
5,0.028000003,43200.0,0.0,962.8,5.042973224930747,9570605.0,272913.1922425151,267327.5,8145.07398758034,120.0,0.0
5,0.029000003,43200.0,0.0,967.25,4.253481546117003,9267335.0,265733.56863595534,264495.0,10022.906658985548,120.0,0.0
5,0.030000003,43200.0,0.0,972.1,4.833000593507319,9000805.0,248608.25498637094,268620.0,7556.826819436011,120.0,0.0
5,0.031000003,43200.0,0.0,975.4,4.134578193976414,8751517.5,246349.61318109205,270627.5,7218.643169635573,120.0,0.0
5,0.032,43200.0,0.0,977.25,4.076569765456195,8497940.0,259216.69181553388,271150.0,11136.651202224124,120.0,0.0
5,0.033,43200.0,0.0,979.9,3.1772215601221867,8262512.5,261933.07998066585,274780.0,8778.98807260537,120.0,0.0
5,0.033999998,43200.0,0.0,983.0,2.3169853371636986,8018917.5,252291.51386264517,272277.5,7321.5700609838295,120.0,0.0
5,0.034999996,43200.0,0.0,984.95,3.9400106866005222,7798477.5,251669.35674610845,274120.0,8899.665871906593,120.0,0.0
5,0.035999995,43200.0,0.0,987.3,3.785011993306453,7601275.0,241513.16162238887,278355.0,8501.670114562321,120.0,0.0
5,0.036999993,43200.0,0.0,987.1,3.1772215601221867,7414467.5,229211.8700856435,276705.0,9433.742629518785,120.0,0.0
5,0.03799999,43200.0,0.0,989.85,2.7772572611727644,7233957.5,224631.4081914028,275935.0,10662.058900606393,120.0,0.0
5,0.03899999,43200.0,0.0,990.35,2.323223713087621,7061202.5,210112.69061286838,274395.0,7911.914732657457,120.0,0.0
5,0.039999988,43200.0,0.0,991.65,1.598519051464429,6893150.0,203424.95771427025,275137.5,7065.72294881944,120.0,0.0
5,0.040999986,43200.0,0.0,992.6,2.3929721664644754,6743852.5,205246.28560970098,276320.0,7735.893783628299,120.0,0.0
