time,x,y,altitude,yaw,pitch,roll,speed,wind_dir,wind_spd,dx,dy,wind_dx,wind_dy,vmg_dx,vmg_dy
0.0,8.980743193747258E-16,14.66666666666667,1000.0,0.0,0.0,0.0,100.0,0.0,0.0,8.980743193747258E-16,14.66666666666667,0.0,-0.0,8.980743193747258E-16,14.66666666666667
0.1,1.7961486387494516E-15,29.33333333333334,1000.0,0.0,0.0,0.0,100.0,0.0,0.0,8.980743193747258E-16,14.66666666666667,0.0,-0.0,8.980743193747258E-16,14.66666666666667
0.2,2.6942229581241772E-15,44.00000000000001,1000.0,0.0,0.0,0.0,100.0,0.0,0.0,8.980743193747258E-16,14.66666666666667,0.0,-0.0,8.980743193747258E-16,14.66666666666667
0.30000000000000004,3.592297277498903E-15,58.66666666666668,1000.0,0.0,0.0,0.0,100.0,0.0,0.0,8.980743193747258E-16,14.66666666666667,0.0,-0.0,8.980743193747258E-16,14.66666666666667
0.4,4.490371596873629E-15,73.33333333333334,1000.0,0.0,0.0,0.0,100.0,0.0,0.0,8.980743193747258E-16,14.66666666666667,0.0,-0.0,8.980743193747258E-16,14.66666666666667
0.5,5.388445916248355E-15,88.00000000000001,1000.0,0.0,0.0,0.0,100.0,0.0,0.0,8.980743193747258E-16,14.66666666666667,0.0,-0.0,8.980743193747258E-16,14.66666666666667
0.6,6.286520235623081E-15,102.66666666666669,1000.0,0.0,0.0,0.0,100.0,0.0,0.0,8.980743193747258E-16,14.66666666666667,0.0,-0.0,8.980743193747258E-16,14.66666666666667
0.7,7.184594554997806E-15,117.33333333333336,1000.0,0.0,0.0,0.0,100.0,0.0,0.0,8.980743193747258E-16,14.66666666666667,0.0,-0.0,8.980743193747258E-16,14.66666666666667
0.7999999999999999,8.082668874372532E-15,132.00000000000003,1000.0,0.0,0.0,0.0,100.0,0.0,0.0,8.980743193747258E-16,14.66666666666667,0.0,-0.0,8.980743193747258E-16,14.66666666666667
0.8999999999999999,8.980743193747258E-15,146.66666666666669,1000.0,0.0,0.0,0.0,100.0,0.0,0.0,8.980743193747258E-16,14.66666666666667,0.0,-0.0,8.980743193747258E-16,14.66666666666667
0.9999999999999999,9.878817513121984E-15,161.33333333333334,1000.0,0.0,0.0,0.0,100.0,0.0,0.0,8.980743193747258E-16,14.66666666666667,0.0,-0.0,8.980743193747258E-16,14.66666666666667
1.0999999999999999,1.077689183249671E-14,176.0,1000.0,0.0,0.0,0.0,100.0,0.0,0.0,8.980743193747258E-16,14.66666666666667,0.0,-0.0,8.980743193747258E-16,14.66666666666667
1.2,1.1674966151871436E-14,190.66666666666666,1000.0,0.0,0.0,0.0,100.0,0.0,0.0,8.980743193747258E-16,14.66666666666667,0.0,-0.0,8.980743193747258E-16,14.66666666666667
1.3,1.2573040471246162E-14,205.33333333333331,1000.0,0.0,0.0,0.0,100.0,0.0,0.0,8.980743193747258E-16,14.66666666666667,0.0,-0.0,8.980743193747258E-16,14.66666666666667
1.4000000000000001,1.3471114790620888E-14,219.99999999999997,1000.0,0.0,0.0,0.0,100.0,0.0,0.0,8.980743193747258E-16,14.66666666666667,0.0,-0.0,8.980743193747258E-16,14.66666666666667
1.5000000000000002,1.4369189109995613E-14,234.66666666666663,1000.0,0.0,0.0,0.0,100.0,0.0,0.0,8.980743193747258E-16,14.66666666666667,0.0,-0.0,8.980743193747258E-16,14.66666666666667
1.6000000000000003,1.5267263429370337E-14,249.3333333333333,1000.0,0.0,0.0,0.0,100.0,0.0,0.0,8.980743193747258E-16,14.66666666666667,0.0,-0.0,8.980743193747258E-16,14.66666666666667
1.7000000000000004,1.6165337748745062E-14,263.99999999999994,1000.0,0.0,0.0,0.0,100.0,0.0,0.0,8.980743193747258E-16,14.66666666666667,0.0,-0.0,8.980743193747258E-16,14.66666666666667
1.8000000000000005,1.7063412068119786E-14,278.66666666666663,1000.0,0.0,0.0,0.0,100.0,0.0,0.0,8.980743193747258E-16,14.66666666666667,0.0,-0.0,8.980743193747258E-16,14.66666666666667
1.9000000000000006,1.796148638749451E-14,293.3333333333333,1000.0,0.0,0.0,0.0,100.0,0.0,0.0,8.980743193747258E-16,14.66666666666667,0.0,-0.0,8.980743193747258E-16,14.66666666666667
2.0000000000000004,1.8859560706869235E-14,308.0,1000.0,0.0,0.0,0.0,100.0,0.0,0.0,8.980743193747258E-16,14.66666666666667,0.0,-0.0,8.980743193747258E-16,14.66666666666667
2.1000000000000005,1.975763502624396E-14,322.6666666666667,1000.0,0.0,0.0,0.0,100.0,0.0,0.0,8.980743193747258E-16,14.66666666666667,0.0,-0.0,8.980743193747258E-16,14.66666666666667
2.2000000000000006,2.0655709345618684E-14,337.33333333333337,1000.0,0.0,0.0,0.0,100.0,0.0,0.0,8.980743193747258E-16,14.66666666666667,0.0,-0.0,8.980743193747258E-16,14.66666666666667
2.3000000000000007,2.1553783664993408E-14,352.00000000000006,1000.0,0.0,0.0,0.0,100.0,0.0,0.0,8.980743193747258E-16,14.66666666666667,0.0,-0.0,8.980743193747258E-16,14.66666666666667
2.400000000000001,2.2451857984368133E-14,366.66666666666674,1000.0,0.0,0.0,0.0,100.0,0.0,0.0,8.980743193747258E-16,14.66666666666667,0.0,-0.0,8.980743193747258E-16,14.66666666666667
2.500000000000001,2.3349932303742857E-14,381.3333333333334,1000.0,0.0,0.0,0.0,100.0,0.0,0.0,8.980743193747258E-16,14.66666666666667,0.0,-0.0,8.980743193747258E-16,14.66666666666667
2.600000000000001,2.424800662311758E-14,396.0000000000001,1000.0,0.0,0.0,0.0,100.0,0.0,0.0,8.980743193747258E-16,14.66666666666667,0.0,-0.0,8.980743193747258E-16,14.66666666666667
2.700000000000001,2.5146080942492306E-14,410.6666666666668,1000.0,0.0,0.0,0.0,100.0,0.0,0.0,8.980743193747258E-16,14.66666666666667,0.0,-0.0,8.980743193747258E-16,14.66666666666667
2.800000000000001,2.604415526186703E-14,425.3333333333335,1000.0,0.0,0.0,0.0,100.0,0.0,0.0,8.980743193747258E-16,14.66666666666667,0.0,-0.0,8.980743193747258E-16,14.66666666666667
2.9000000000000012,2.6942229581241755E-14,440.00000000000017,1000.0,0.0,0.0,0.0,100.0,0.0,0.0,8.980743193747258E-16,14.66666666666667,0.0,-0.0,8.980743193747258E-16,14.66666666666667
3.0000000000000013,2.784030390061648E-14,454.66666666666686,1000.0,0.0,0.0,0.0,100.0,0.0,0.0,8.980743193747258E-16,14.66666666666667,0.0,-0.0,8.980743193747258E-16,14.66666666666667
3.1000000000000014,2.8738378219991207E-14,469.33333333333354,1000.0,0.0,0.0,0.0,100.0,0.0,0.0,8.980743193747258E-16,14.66666666666667,0.0,-0.0,8.980743193747258E-16,14.66666666666667
3.2000000000000015,2.963645253936593E-14,484.0000000000002,1000.0,0.0,0.0,0.0,100.0,0.0,0.0,8.980743193747258E-16,14.66666666666667,0.0,-0.0,8.980743193747258E-16,14.66666666666667
3.3000000000000016,3.0534526858740656E-14,498.6666666666669,1000.0,0.0,0.0,0.0,100.0,0.0,0.0,8.980743193747258E-16,14.66666666666667,0.0,-0.0,8.980743193747258E-16,14.66666666666667
3.4000000000000017,3.143260117811538E-14,513.3333333333336,1000.0,0.0,0.0,0.0,100.0,0.0,0.0,8.980743193747258E-16,14.66666666666667,0.0,-0.0,8.980743193747258E-16,14.66666666666667
3.5000000000000018,3.2330675497490104E-14,528.0000000000002,1000.0,0.0,0.0,0.0,100.0,0.0,0.0,8.980743193747258E-16,14.66666666666667,0.0,-0.0,8.980743193747258E-16,14.66666666666667
